Trafikkregistreringspunkt;Navn;Vegreferanse;Fra;Til;Dato;Felt;Trafikkmengde;Dekningsgrad (%);Antall timer total;Antall timer inkludert;Antall timer ugyldig;Ikke gyldig lengde;Lengdekvalitetsgrad (%);< 5,6m;>= 5,6m;5,6m - 7,6m;7,6m - 12,5m;12,5m - 16,0m;>= 16,0m;16,0m - 24,0m;>= 24,0m
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-01-01T00:00+01:00;2022-01-02T00:00+01:00;01.01.2022;1;1996;100;24;24;0;0;100;1871;125;33;33;57;2;2;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-01-01T00:00+01:00;2022-01-02T00:00+01:00;01.01.2022;2;2096;100;24;24;0;0;100;1931;165;71;24;66;4;4;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-01-01T00:00+01:00;2022-01-02T00:00+01:00;01.01.2022;Totalt i retning Fylkeshuset;1996;100;24;24;0;0;100;1871;125;33;33;57;2;2;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-01-01T00:00+01:00;2022-01-02T00:00+01:00;01.01.2022;Totalt i retning Langnestunnelen;2096;100;24;24;0;0;100;1931;165;71;24;66;4;4;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-01-01T00:00+01:00;2022-01-02T00:00+01:00;01.01.2022;Totalt;4092;100;24;24;0;0;100;3802;290;104;57;123;6;6;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-01-02T00:00+01:00;2022-01-03T00:00+01:00;02.01.2022;1;2245;100;24;24;0;0;100;2127;118;30;34;50;4;4;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-01-02T00:00+01:00;2022-01-03T00:00+01:00;02.01.2022;2;2265;100;24;24;0;0;100;2105;160;63;32;62;3;3;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-01-02T00:00+01:00;2022-01-03T00:00+01:00;02.01.2022;Totalt i retning Fylkeshuset;2245;100;24;24;0;0;100;2127;118;30;34;50;4;4;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-01-02T00:00+01:00;2022-01-03T00:00+01:00;02.01.2022;Totalt i retning Langnestunnelen;2265;100;24;24;0;0;100;2105;160;63;32;62;3;3;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-01-02T00:00+01:00;2022-01-03T00:00+01:00;02.01.2022;Totalt;4510;100;24;24;0;0;100;4232;278;93;66;112;7;7;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-01-03T00:00+01:00;2022-01-04T00:00+01:00;03.01.2022;1;5454;100;24;24;0;0;100;5091;363;92;160;101;10;10;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-01-03T00:00+01:00;2022-01-04T00:00+01:00;03.01.2022;2;5214;100;24;24;0;0;100;4713;501;200;154;135;12;12;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-01-03T00:00+01:00;2022-01-04T00:00+01:00;03.01.2022;Totalt i retning Fylkeshuset;5454;100;24;24;0;0;100;5091;363;92;160;101;10;10;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-01-03T00:00+01:00;2022-01-04T00:00+01:00;03.01.2022;Totalt i retning Langnestunnelen;5214;100;24;24;0;0;100;4713;501;200;154;135;12;12;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-01-03T00:00+01:00;2022-01-04T00:00+01:00;03.01.2022;Totalt;10668;100;24;24;0;0;100;9804;864;292;314;236;22;22;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-01-04T00:00+01:00;2022-01-05T00:00+01:00;04.01.2022;1;5791;100;24;24;0;0;100;5399;392;76;202;104;10;10;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-01-04T00:00+01:00;2022-01-05T00:00+01:00;04.01.2022;2;5550;100;24;24;0;1;99,98;4993;556;191;225;130;10;10;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-01-04T00:00+01:00;2022-01-05T00:00+01:00;04.01.2022;Totalt i retning Fylkeshuset;5791;100;24;24;0;0;100;5399;392;76;202;104;10;10;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-01-04T00:00+01:00;2022-01-05T00:00+01:00;04.01.2022;Totalt i retning Langnestunnelen;5550;100;24;24;0;1;99,98;4993;556;191;225;130;10;10;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-01-04T00:00+01:00;2022-01-05T00:00+01:00;04.01.2022;Totalt;11341;100;24;24;0;1;99,99;10392;948;267;427;234;20;20;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-01-05T00:00+01:00;2022-01-06T00:00+01:00;05.01.2022;1;5691;100;24;24;0;0;100;5325;366;100;157;102;7;7;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-01-05T00:00+01:00;2022-01-06T00:00+01:00;05.01.2022;2;5563;100;24;24;0;0;100;5010;553;224;188;134;7;7;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-01-05T00:00+01:00;2022-01-06T00:00+01:00;05.01.2022;Totalt i retning Fylkeshuset;5692;100;24;24;0;0;100;5326;366;100;157;102;7;7;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-01-05T00:00+01:00;2022-01-06T00:00+01:00;05.01.2022;Totalt i retning Langnestunnelen;5562;100;24;24;0;0;100;5009;553;224;188;134;7;7;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-01-05T00:00+01:00;2022-01-06T00:00+01:00;05.01.2022;Totalt;11254;100;24;24;0;0;100;10335;919;324;345;236;14;14;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-01-06T00:00+01:00;2022-01-07T00:00+01:00;06.01.2022;1;5753;100;24;24;0;0;100;5355;398;110;171;106;11;11;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-01-06T00:00+01:00;2022-01-07T00:00+01:00;06.01.2022;2;5577;100;24;24;0;1;99,98;5047;529;218;166;132;13;13;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-01-06T00:00+01:00;2022-01-07T00:00+01:00;06.01.2022;Totalt i retning Fylkeshuset;5753;100;24;24;0;0;100;5355;398;110;171;106;11;11;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-01-06T00:00+01:00;2022-01-07T00:00+01:00;06.01.2022;Totalt i retning Langnestunnelen;5577;100;24;24;0;1;99,98;5047;529;218;166;132;13;13;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-01-06T00:00+01:00;2022-01-07T00:00+01:00;06.01.2022;Totalt;11330;100;24;24;0;1;99,99;10402;927;328;337;238;24;24;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-01-07T00:00+01:00;2022-01-08T00:00+01:00;07.01.2022;1;5588;100;24;24;0;0;100;5260;328;69;142;106;11;11;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-01-07T00:00+01:00;2022-01-08T00:00+01:00;07.01.2022;2;5406;100;24;24;0;0;100;4940;466;207;122;129;8;8;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-01-07T00:00+01:00;2022-01-08T00:00+01:00;07.01.2022;Totalt i retning Fylkeshuset;5588;100;24;24;0;0;100;5260;328;69;142;106;11;11;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-01-07T00:00+01:00;2022-01-08T00:00+01:00;07.01.2022;Totalt i retning Langnestunnelen;5406;100;24;24;0;0;100;4940;466;207;122;129;8;8;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-01-07T00:00+01:00;2022-01-08T00:00+01:00;07.01.2022;Totalt;10994;100;24;24;0;0;100;10200;794;276;264;235;19;19;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-01-08T00:00+01:00;2022-01-09T00:00+01:00;08.01.2022;1;3447;100;24;24;0;0;100;3276;171;50;46;75;0;0;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-01-08T00:00+01:00;2022-01-09T00:00+01:00;08.01.2022;2;3394;100;24;24;0;0;100;3178;216;79;52;85;0;0;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-01-08T00:00+01:00;2022-01-09T00:00+01:00;08.01.2022;Totalt i retning Fylkeshuset;3447;100;24;24;0;0;100;3276;171;50;46;75;0;0;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-01-08T00:00+01:00;2022-01-09T00:00+01:00;08.01.2022;Totalt i retning Langnestunnelen;3394;100;24;24;0;0;100;3178;216;79;52;85;0;0;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-01-08T00:00+01:00;2022-01-09T00:00+01:00;08.01.2022;Totalt;6841;100;24;24;0;0;100;6454;387;129;98;160;0;0;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-01-09T00:00+01:00;2022-01-10T00:00+01:00;09.01.2022;1;2568;100;24;24;0;0;100;2446;122;26;40;52;4;4;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-01-09T00:00+01:00;2022-01-10T00:00+01:00;09.01.2022;2;2532;100;24;24;0;0;100;2353;179;70;41;63;5;5;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-01-09T00:00+01:00;2022-01-10T00:00+01:00;09.01.2022;Totalt i retning Fylkeshuset;2568;100;24;24;0;0;100;2446;122;26;40;52;4;4;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-01-09T00:00+01:00;2022-01-10T00:00+01:00;09.01.2022;Totalt i retning Langnestunnelen;2532;100;24;24;0;0;100;2353;179;70;41;63;5;5;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-01-09T00:00+01:00;2022-01-10T00:00+01:00;09.01.2022;Totalt;5100;100;24;24;0;0;100;4799;301;96;81;115;9;9;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-01-10T00:00+01:00;2022-01-11T00:00+01:00;10.01.2022;1;5830;100;24;24;0;0;100;5460;370;82;163;107;18;17;1
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-01-10T00:00+01:00;2022-01-11T00:00+01:00;10.01.2022;2;5666;100;24;24;0;0;100;5157;509;193;174;124;18;17;1
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-01-10T00:00+01:00;2022-01-11T00:00+01:00;10.01.2022;Totalt i retning Fylkeshuset;5830;100;24;24;0;0;100;5460;370;82;163;107;18;17;1
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-01-10T00:00+01:00;2022-01-11T00:00+01:00;10.01.2022;Totalt i retning Langnestunnelen;5666;100;24;24;0;0;100;5157;509;193;174;124;18;17;1
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-01-10T00:00+01:00;2022-01-11T00:00+01:00;10.01.2022;Totalt;11496;100;24;24;0;0;100;10617;879;275;337;231;36;34;2
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-01-11T00:00+01:00;2022-01-12T00:00+01:00;11.01.2022;1;5707;100;24;24;0;0;100;5375;332;81;145;94;12;12;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-01-11T00:00+01:00;2022-01-12T00:00+01:00;11.01.2022;2;5468;100;24;24;0;0;100;4989;479;197;150;121;11;11;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-01-11T00:00+01:00;2022-01-12T00:00+01:00;11.01.2022;Totalt i retning Fylkeshuset;5707;100;24;24;0;0;100;5375;332;81;145;94;12;12;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-01-11T00:00+01:00;2022-01-12T00:00+01:00;11.01.2022;Totalt i retning Langnestunnelen;5468;100;24;24;0;0;100;4989;479;197;150;121;11;11;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-01-11T00:00+01:00;2022-01-12T00:00+01:00;11.01.2022;Totalt;11175;100;24;24;0;0;100;10364;811;278;295;215;23;23;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-01-12T00:00+01:00;2022-01-13T00:00+01:00;12.01.2022;1;5827;100;24;24;0;2;99,97;5513;312;75;133;95;9;9;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-01-12T00:00+01:00;2022-01-13T00:00+01:00;12.01.2022;2;5745;100;24;24;0;6;99,9;5258;481;202;146;120;13;13;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-01-12T00:00+01:00;2022-01-13T00:00+01:00;12.01.2022;Totalt i retning Fylkeshuset;5831;100;24;24;0;6;99,9;5513;312;75;133;95;9;9;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-01-12T00:00+01:00;2022-01-13T00:00+01:00;12.01.2022;Totalt i retning Langnestunnelen;5741;100;24;24;0;2;99,97;5258;481;202;146;120;13;13;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-01-12T00:00+01:00;2022-01-13T00:00+01:00;12.01.2022;Totalt;11572;100;24;24;0;8;99,93;10771;793;277;279;215;22;22;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-01-13T00:00+01:00;2022-01-14T00:00+01:00;13.01.2022;1;5884;100;24;24;0;0;100;5539;345;82;152;101;10;10;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-01-13T00:00+01:00;2022-01-14T00:00+01:00;13.01.2022;2;5707;100;24;24;0;1;99,98;5207;499;222;140;129;8;8;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-01-13T00:00+01:00;2022-01-14T00:00+01:00;13.01.2022;Totalt i retning Fylkeshuset;5884;100;24;24;0;0;100;5539;345;82;152;101;10;10;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-01-13T00:00+01:00;2022-01-14T00:00+01:00;13.01.2022;Totalt i retning Langnestunnelen;5707;100;24;24;0;1;99,98;5207;499;222;140;129;8;8;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-01-13T00:00+01:00;2022-01-14T00:00+01:00;13.01.2022;Totalt;11591;100;24;24;0;1;99,99;10746;844;304;292;230;18;18;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-01-14T00:00+01:00;2022-01-15T00:00+01:00;14.01.2022;1;5902;100;24;24;0;0;100;5609;293;69;115;100;9;9;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-01-14T00:00+01:00;2022-01-15T00:00+01:00;14.01.2022;2;5705;100;24;24;0;0;100;5211;494;235;121;125;13;13;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-01-14T00:00+01:00;2022-01-15T00:00+01:00;14.01.2022;Totalt i retning Fylkeshuset;5902;100;24;24;0;0;100;5609;293;69;115;100;9;9;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-01-14T00:00+01:00;2022-01-15T00:00+01:00;14.01.2022;Totalt i retning Langnestunnelen;5705;100;24;24;0;0;100;5211;494;235;121;125;13;13;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-01-14T00:00+01:00;2022-01-15T00:00+01:00;14.01.2022;Totalt;11607;100;24;24;0;0;100;10820;787;304;236;225;22;22;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-01-15T00:00+01:00;2022-01-16T00:00+01:00;15.01.2022;1;3847;100;24;24;0;0;100;3703;144;34;43;66;1;1;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-01-15T00:00+01:00;2022-01-16T00:00+01:00;15.01.2022;2;3825;100;24;24;0;0;100;3615;210;84;45;81;0;0;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-01-15T00:00+01:00;2022-01-16T00:00+01:00;15.01.2022;Totalt i retning Fylkeshuset;3846;100;24;24;0;0;100;3702;144;34;43;66;1;1;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-01-15T00:00+01:00;2022-01-16T00:00+01:00;15.01.2022;Totalt i retning Langnestunnelen;3826;100;24;24;0;0;100;3616;210;84;45;81;0;0;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-01-15T00:00+01:00;2022-01-16T00:00+01:00;15.01.2022;Totalt;7672;100;24;24;0;0;100;7318;354;118;88;147;1;1;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-01-16T00:00+01:00;2022-01-17T00:00+01:00;16.01.2022;1;2716;100;24;24;0;0;100;2584;132;34;34;58;6;6;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-01-16T00:00+01:00;2022-01-17T00:00+01:00;16.01.2022;2;2674;100;24;24;0;0;100;2504;170;57;45;64;4;4;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-01-16T00:00+01:00;2022-01-17T00:00+01:00;16.01.2022;Totalt i retning Fylkeshuset;2716;100;24;24;0;0;100;2584;132;34;34;58;6;6;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-01-16T00:00+01:00;2022-01-17T00:00+01:00;16.01.2022;Totalt i retning Langnestunnelen;2674;100;24;24;0;0;100;2504;170;57;45;64;4;4;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-01-16T00:00+01:00;2022-01-17T00:00+01:00;16.01.2022;Totalt;5390;100;24;24;0;0;100;5088;302;91;79;122;10;10;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-01-17T00:00+01:00;2022-01-18T00:00+01:00;17.01.2022;1;6220;100;24;24;0;0;100;5794;426;102;203;111;10;10;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-01-17T00:00+01:00;2022-01-18T00:00+01:00;17.01.2022;2;5947;100;24;24;0;0;100;5352;595;248;200;130;17;17;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-01-17T00:00+01:00;2022-01-18T00:00+01:00;17.01.2022;Totalt i retning Fylkeshuset;6220;100;24;24;0;0;100;5794;426;102;203;111;10;10;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-01-17T00:00+01:00;2022-01-18T00:00+01:00;17.01.2022;Totalt i retning Langnestunnelen;5947;100;24;24;0;0;100;5352;595;248;200;130;17;17;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-01-17T00:00+01:00;2022-01-18T00:00+01:00;17.01.2022;Totalt;12167;100;24;24;0;0;100;11146;1021;350;403;241;27;27;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-01-18T00:00+01:00;2022-01-19T00:00+01:00;18.01.2022;1;6143;100;24;24;0;0;100;5776;367;86;166;105;10;10;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-01-18T00:00+01:00;2022-01-19T00:00+01:00;18.01.2022;2;5888;100;24;24;0;1;99,98;5350;537;210;188;128;11;11;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-01-18T00:00+01:00;2022-01-19T00:00+01:00;18.01.2022;Totalt i retning Fylkeshuset;6143;100;24;24;0;0;100;5776;367;86;166;105;10;10;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-01-18T00:00+01:00;2022-01-19T00:00+01:00;18.01.2022;Totalt i retning Langnestunnelen;5888;100;24;24;0;1;99,98;5350;537;210;188;128;11;11;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-01-18T00:00+01:00;2022-01-19T00:00+01:00;18.01.2022;Totalt;12031;100;24;24;0;1;99,99;11126;904;296;354;233;21;21;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-01-19T00:00+01:00;2022-01-20T00:00+01:00;19.01.2022;1;6048;100;24;24;0;0;100;5680;368;92;153;111;12;12;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-01-19T00:00+01:00;2022-01-20T00:00+01:00;19.01.2022;2;5934;100;24;24;0;1;99,98;5393;540;242;158;127;13;13;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-01-19T00:00+01:00;2022-01-20T00:00+01:00;19.01.2022;Totalt i retning Fylkeshuset;6048;100;24;24;0;0;100;5680;368;92;153;111;12;12;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-01-19T00:00+01:00;2022-01-20T00:00+01:00;19.01.2022;Totalt i retning Langnestunnelen;5934;100;24;24;0;1;99,98;5393;540;242;158;127;13;13;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-01-19T00:00+01:00;2022-01-20T00:00+01:00;19.01.2022;Totalt;11982;100;24;24;0;1;99,99;11073;908;334;311;238;25;25;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-01-20T00:00+01:00;2022-01-21T00:00+01:00;20.01.2022;1;6078;100;24;24;0;0;100;5756;322;83;128;99;12;12;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-01-20T00:00+01:00;2022-01-21T00:00+01:00;20.01.2022;2;5937;100;24;24;0;0;100;5417;520;243;141;123;13;13;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-01-20T00:00+01:00;2022-01-21T00:00+01:00;20.01.2022;Totalt i retning Fylkeshuset;6078;100;24;24;0;0;100;5756;322;83;128;99;12;12;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-01-20T00:00+01:00;2022-01-21T00:00+01:00;20.01.2022;Totalt i retning Langnestunnelen;5937;100;24;24;0;0;100;5417;520;243;141;123;13;13;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-01-20T00:00+01:00;2022-01-21T00:00+01:00;20.01.2022;Totalt;12015;100;24;24;0;0;100;11173;842;326;269;222;25;25;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-01-21T00:00+01:00;2022-01-22T00:00+01:00;21.01.2022;1;5887;100;24;24;0;0;100;5526;361;89;150;109;13;13;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-01-21T00:00+01:00;2022-01-22T00:00+01:00;21.01.2022;2;5751;100;24;24;0;0;100;5254;497;188;156;136;17;17;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-01-21T00:00+01:00;2022-01-22T00:00+01:00;21.01.2022;Totalt i retning Fylkeshuset;5887;100;24;24;0;0;100;5526;361;89;150;109;13;13;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-01-21T00:00+01:00;2022-01-22T00:00+01:00;21.01.2022;Totalt i retning Langnestunnelen;5751;100;24;24;0;0;100;5254;497;188;156;136;17;17;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-01-21T00:00+01:00;2022-01-22T00:00+01:00;21.01.2022;Totalt;11638;100;24;24;0;0;100;10780;858;277;306;245;30;30;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-01-22T00:00+01:00;2022-01-23T00:00+01:00;22.01.2022;1;3901;100;24;24;0;0;100;3744;157;33;47;77;0;0;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-01-22T00:00+01:00;2022-01-23T00:00+01:00;22.01.2022;2;3915;100;24;24;0;0;100;3697;218;93;36;86;3;3;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-01-22T00:00+01:00;2022-01-23T00:00+01:00;22.01.2022;Totalt i retning Fylkeshuset;3901;100;24;24;0;0;100;3744;157;33;47;77;0;0;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-01-22T00:00+01:00;2022-01-23T00:00+01:00;22.01.2022;Totalt i retning Langnestunnelen;3915;100;24;24;0;0;100;3697;218;93;36;86;3;3;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-01-22T00:00+01:00;2022-01-23T00:00+01:00;22.01.2022;Totalt;7816;100;24;24;0;0;100;7441;375;126;83;163;3;3;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-01-23T00:00+01:00;2022-01-24T00:00+01:00;23.01.2022;1;2830;100;24;24;0;0;100;2701;129;45;30;46;8;8;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-01-23T00:00+01:00;2022-01-24T00:00+01:00;23.01.2022;2;2829;100;24;24;0;0;100;2659;170;59;35;69;7;7;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-01-23T00:00+01:00;2022-01-24T00:00+01:00;23.01.2022;Totalt i retning Fylkeshuset;2830;100;24;24;0;0;100;2701;129;45;30;46;8;8;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-01-23T00:00+01:00;2022-01-24T00:00+01:00;23.01.2022;Totalt i retning Langnestunnelen;2829;100;24;24;0;0;100;2659;170;59;35;69;7;7;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-01-23T00:00+01:00;2022-01-24T00:00+01:00;23.01.2022;Totalt;5659;100;24;24;0;0;100;5360;299;104;65;115;15;15;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-01-24T00:00+01:00;2022-01-25T00:00+01:00;24.01.2022;1;6040;100;24;24;0;0;100;5677;363;83;171;100;9;9;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-01-24T00:00+01:00;2022-01-25T00:00+01:00;24.01.2022;2;5794;100;24;24;0;0;100;5274;520;236;152;122;10;10;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-01-24T00:00+01:00;2022-01-25T00:00+01:00;24.01.2022;Totalt i retning Fylkeshuset;6040;100;24;24;0;0;100;5677;363;83;171;100;9;9;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-01-24T00:00+01:00;2022-01-25T00:00+01:00;24.01.2022;Totalt i retning Langnestunnelen;5794;100;24;24;0;0;100;5274;520;236;152;122;10;10;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-01-24T00:00+01:00;2022-01-25T00:00+01:00;24.01.2022;Totalt;11834;100;24;24;0;0;100;10951;883;319;323;222;19;19;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-01-25T00:00+01:00;2022-01-26T00:00+01:00;25.01.2022;1;5955;100;24;24;0;0;100;5571;384;95;175;100;14;14;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-01-25T00:00+01:00;2022-01-26T00:00+01:00;25.01.2022;2;5815;100;24;24;0;2;99,97;5266;547;223;176;128;20;20;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-01-25T00:00+01:00;2022-01-26T00:00+01:00;25.01.2022;Totalt i retning Fylkeshuset;5954;100;24;24;0;0;100;5570;384;95;175;100;14;14;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-01-25T00:00+01:00;2022-01-26T00:00+01:00;25.01.2022;Totalt i retning Langnestunnelen;5816;100;24;24;0;2;99,97;5267;547;223;176;128;20;20;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-01-25T00:00+01:00;2022-01-26T00:00+01:00;25.01.2022;Totalt;11770;100;24;24;0;2;99,98;10837;931;318;351;228;34;34;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-01-26T00:00+01:00;2022-01-27T00:00+01:00;26.01.2022;1;5915;100;24;24;0;0;100;5498;417;72;226;105;14;14;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-01-26T00:00+01:00;2022-01-27T00:00+01:00;26.01.2022;2;5830;100;24;24;0;1;99,98;5254;575;219;217;126;13;13;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-01-26T00:00+01:00;2022-01-27T00:00+01:00;26.01.2022;Totalt i retning Fylkeshuset;5916;100;24;24;0;0;100;5498;418;72;226;105;15;15;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-01-26T00:00+01:00;2022-01-27T00:00+01:00;26.01.2022;Totalt i retning Langnestunnelen;5829;100;24;24;0;1;99,98;5254;574;219;217;126;12;12;0
